state,date,cases
Iceland,2020-03-23,588
Iceland,2020-03-24,648
Iceland,2020-03-25,737
Iceland,2020-03-26,802
Iceland,2020-03-27,890
Iceland,2020-03-28,963
Iceland,2020-03-29,1020
Iceland,2020-03-30,1086
Iceland,2020-03-31,1135
Iceland,2020-04-01,1220
Iceland,2020-04-02,1319
Iceland,2020-04-03,1364
Iceland,2020-04-04,1417
Iceland,2020-04-05,1486
Iceland,2020-04-06,1562
Iceland,2020-04-07,1586
Iceland,2020-04-08,1616
Iceland,2020-04-09,1648
Iceland,2020-04-10,1675
Iceland,2020-04-11,1689
Iceland,2020-04-12,1701
Iceland,2020-04-13,1711
Iceland,2020-04-14,1720
Iceland,2020-04-15,1727
Iceland,2020-04-16,1739
Iceland,2020-04-17,1754
Iceland,2020-04-18,1760
Iceland,2020-04-19,1771
Iceland,2020-04-20,1773
Iceland,2020-04-21,1778
Iceland,2020-04-22,1785
Iceland,2020-04-23,1789
Iceland,2020-04-24,1789
Iceland,2020-04-25,1790
Iceland,2020-04-26,1792
Iceland,2020-04-27,1792
Iceland,2020-04-28,1795
Iceland,2020-04-29,1797
Iceland,2020-04-30,1797
Iceland,2020-05-01,1798
Iceland,2020-05-02,1798
Iceland,2020-05-03,1799
Iceland,2020-05-04,1799
Iceland,2020-05-05,1799
Iceland,2020-05-06,1799
Iceland,2020-05-07,1801
Iceland,2020-05-08,1801
Iceland,2020-05-09,1801
Iceland,2020-05-10,1801
Iceland,2020-05-11,1801
Iceland,2020-05-12,1801
Iceland,2020-05-13,1802
Iceland,2020-05-14,1802
Iceland,2020-05-15,1802
Iceland,2020-05-16,1802
Iceland,2020-05-17,1802
Iceland,2020-05-18,1802
Iceland,2020-05-19,1802
Iceland,2020-05-20,1803
Iceland,2020-05-21,1803
Ireland,2020-01-22,0
Ireland,2020-01-23,0
Ireland,2020-01-24,0
Ireland,2020-01-25,0
Ireland,2020-01-26,0
Ireland,2020-01-27,0
Ireland,2020-01-28,0
Ireland,2020-01-29,0
Ireland,2020-01-30,0
Ireland,2020-01-31,0
Ireland,2020-02-01,0
Ireland,2020-02-02,0
Ireland,2020-02-03,0
Ireland,2020-02-04,0
Ireland,2020-02-05,0
Ireland,2020-02-06,0
Ireland,2020-02-07,0
Ireland,2020-02-08,0
Ireland,2020-02-09,0
Ireland,2020-02-10,0
Ireland,2020-02-11,0
Ireland,2020-02-12,0
Ireland,2020-02-13,0
Ireland,2020-02-14,0
Ireland,2020-02-15,0
Ireland,2020-02-16,0
Ireland,2020-02-17,0
Ireland,2020-02-18,0
Ireland,2020-02-19,0
Ireland,2020-02-20,0
Ireland,2020-02-21,0
Ireland,2020-02-22,0
Ireland,2020-02-23,0
Ireland,2020-02-24,0
Ireland,2020-02-25,0
Ireland,2020-02-26,0
Ireland,2020-02-27,0
Ireland,2020-02-28,0
Ireland,2020-02-29,1
Ireland,2020-03-01,1
Ireland,2020-03-02,1
Ireland,2020-03-03,2
Ireland,2020-03-04,6
Ireland,2020-03-05,6
Ireland,2020-03-06,18
Ireland,2020-03-07,18
Ireland,2020-03-08,19
Ireland,2020-03-09,21
Ireland,2020-03-10,34
Ireland,2020-03-11,43
Ireland,2020-03-12,43
Ireland,2020-03-13,90
Ireland,2020-03-14,129
Ireland,2020-03-15,129
Ireland,2020-03-16,169
Ireland,2020-03-17,223
Ireland,2020-03-18,292
Ireland,2020-03-19,557
Ireland,2020-03-20,683
Ireland,2020-03-21,785
Ireland,2020-03-22,906
Ireland,2020-03-23,1125
Ireland,2020-03-24,1329
Ireland,2020-03-25,1564
Ireland,2020-03-26,1819
Ireland,2020-03-27,2121
Ireland,2020-03-28,2415
Ireland,2020-03-29,2615
Ireland,2020-03-30,2910
Ireland,2020-03-31,3235
Ireland,2020-04-01,3447
Ireland,2020-04-02,3849
Ireland,2020-04-03,4273
Ireland,2020-04-04,4604
Ireland,2020-04-05,4994
Ireland,2020-04-06,5364
Ireland,2020-04-07,5709
Ireland,2020-04-08,6074
Ireland,2020-04-09,6574
Ireland,2020-04-10,8089
Ireland,2020-04-11,8928
Ireland,2020-04-12,9655
Ireland,2020-04-13,10647
Ireland,2020-04-14,11479
Ireland,2020-04-15,12547
Ireland,2020-04-16,13271
Ireland,2020-04-17,13980
Ireland,2020-04-18,14758
Ireland,2020-04-19,15251
Ireland,2020-04-20,15652
Ireland,2020-04-21,16040
Ireland,2020-04-22,16671
Ireland,2020-04-23,17607
Ireland,2020-04-24,18184
Ireland,2020-04-25,18561
Ireland,2020-04-26,19262
Ireland,2020-04-27,19648
Ireland,2020-04-28,19877
Ireland,2020-04-29,20253
Ireland,2020-04-30,20612
Ireland,2020-05-01,20833
Ireland,2020-05-02,21176
Ireland,2020-05-03,21506
Ireland,2020-05-04,21772
Ireland,2020-05-05,21983
Ireland,2020-05-06,22248
Ireland,2020-05-07,22385
Ireland,2020-05-08,22541
Ireland,2020-05-09,22760
Ireland,2020-05-10,22996
Ireland,2020-05-11,23135
Ireland,2020-05-12,23242
Ireland,2020-05-13,23401
Ireland,2020-05-14,23827
Ireland,2020-05-15,23956
Ireland,2020-05-16,24048
Ireland,2020-05-17,24112
Ireland,2020-05-18,24200
Ireland,2020-05-19,24251
Ireland,2020-05-20,24315
Ireland,2020-05-21,24391
Italy,2020-01-22,0
Italy,2020-01-23,0
Italy,2020-01-24,0
Italy,2020-01-25,0
Italy,2020-01-26,0
Italy,2020-01-27,0
Italy,2020-01-28,0
Italy,2020-01-29,0
Italy,2020-01-30,0
Italy,2020-01-31,2
Italy,2020-02-01,2
Italy,2020-02-02,2
Italy,2020-02-03,2
Italy,2020-02-04,2
Italy,2020-02-05,2
Italy,2020-02-06,2
Italy,2020-02-07,3
Italy,2020-02-08,3
Italy,2020-02-09,3
Italy,2020-02-10,3
Italy,2020-02-11,3
Italy,2020-02-12,3
Italy,2020-02-13,3
Italy,2020-02-14,3
Italy,2020-02-15,3
Italy,2020-02-16,3
Italy,2020-02-17,3
Italy,2020-02-18,3
Italy,2020-02-19,3
Italy,2020-02-20,3
Italy,2020-02-21,20
Italy,2020-02-22,62
Italy,2020-02-23,155
Italy,2020-02-24,229
Italy,2020-02-25,322
Italy,2020-02-26,453
Italy,2020-02-27,655
Italy,2020-02-28,888
Italy,2020-02-29,1128
Italy,2020-03-01,1694
Italy,2020-03-02,2036
Italy,2020-03-03,2502
Italy,2020-03-04,3089
Italy,2020-03-05,3858
Italy,2020-03-06,4636
Italy,2020-03-07,5883
Italy,2020-03-08,7375
Italy,2020-03-09,9172
Italy,2020-03-10,10149
Italy,2020-03-11,12462
Italy,2020-03-12,15113
Italy,2020-03-13,17660
Italy,2020-03-14,21157
Italy,2020-03-15,24747
Italy,2020-03-16,27980
Italy,2020-03-17,31506
Italy,2020-03-18,35713
Italy,2020-03-19,41035
Italy,2020-03-20,47021
Italy,2020-03-21,53578
Italy,2020-03-22,59138
Italy,2020-03-23,63927
Italy,2020-03-24,69176
Italy,2020-03-25,74386
Italy,2020-03-26,80589
Italy,2020-03-27,86498
Italy,2020-03-28,92472
Italy,2020-03-29,97689
Italy,2020-03-30,101739
Italy,2020-03-31,105792
Italy,2020-04-01,110574
Italy,2020-04-02,115242
Italy,2020-04-03,119827
Italy,2020-04-04,124632
Italy,2020-04-05,128948
Italy,2020-04-06,132547
Italy,2020-04-07,135586
Italy,2020-04-08,139422
Italy,2020-04-09,143626
Italy,2020-04-10,147577
Italy,2020-04-11,152271
Italy,2020-04-12,156363
Italy,2020-04-13,159516
Italy,2020-04-14,162488
Italy,2020-04-15,165155
Italy,2020-04-16,168941
Italy,2020-04-17,172434
Italy,2020-04-18,175925
Italy,2020-04-19,178972
Italy,2020-04-20,181228
Italy,2020-04-21,183957
Italy,2020-04-22,187327
Italy,2020-04-23,189973
Italy,2020-04-24,192994
Italy,2020-04-25,195351
Italy,2020-04-26,197675
Italy,2020-04-27,199414
Italy,2020-04-28,201505
Italy,2020-04-29,203591
Italy,2020-04-30,205463
Italy,2020-05-01,207428
Italy,2020-05-02,209328
Italy,2020-05-03,210717
Italy,2020-05-04,211938
Italy,2020-05-05,213013
Italy,2020-05-06,214457
Italy,2020-05-07,215858
Italy,2020-05-08,217185
Italy,2020-05-09,218268
Italy,2020-05-10,219070
Italy,2020-05-11,219814
Italy,2020-05-12,221216
Italy,2020-05-13,222104
Italy,2020-05-14,223096
Italy,2020-05-15,223885
Italy,2020-05-16,224760
Italy,2020-05-17,225435
Italy,2020-05-18,225886
Italy,2020-05-19,226699
Italy,2020-05-20,227364
Italy,2020-05-21,228006
Latvia,2020-01-22,0
Latvia,2020-01-23,0
Latvia,2020-01-24,0
Latvia,2020-01-25,0
Latvia,2020-01-26,0
Latvia,2020-01-27,0
Latvia,2020-01-28,0
Latvia,2020-01-29,0
Latvia,2020-01-30,0
Latvia,2020-01-31,0
Latvia,2020-02-01,0
Latvia,2020-02-02,0
Latvia,2020-02-03,0
Latvia,2020-02-04,0
Latvia,2020-02-05,0
Latvia,2020-02-06,0
Latvia,2020-02-07,0
Latvia,2020-02-08,0
Latvia,2020-02-09,0
Latvia,2020-02-10,0
Latvia,2020-02-11,0
Latvia,2020-02-12,0
Latvia,2020-02-13,0
Latvia,2020-02-14,0
Latvia,2020-02-15,0
Latvia,2020-02-16,0
Latvia,2020-02-17,0
Latvia,2020-02-18,0
Latvia,2020-02-19,0
Latvia,2020-02-20,0
Latvia,2020-02-21,0
Latvia,2020-02-22,0
Latvia,2020-02-23,0
Latvia,2020-02-24,0
Latvia,2020-02-25,0
Latvia,2020-02-26,0
Latvia,2020-02-27,0
Latvia,2020-02-28,0
Latvia,2020-02-29,0
Latvia,2020-03-01,0
Latvia,2020-03-02,1
Latvia,2020-03-03,1
Latvia,2020-03-04,1
Latvia,2020-03-05,1
Latvia,2020-03-06,1
Latvia,2020-03-07,1
Latvia,2020-03-08,2
Latvia,2020-03-09,6
Latvia,2020-03-10,8
Latvia,2020-03-11,10
Latvia,2020-03-12,10
Latvia,2020-03-13,17
Latvia,2020-03-14,26
Latvia,2020-03-15,30
Latvia,2020-03-16,34
Latvia,2020-03-17,49
Latvia,2020-03-18,71
Latvia,2020-03-19,86
Latvia,2020-03-20,111
Latvia,2020-03-21,124
Latvia,2020-03-22,139
Latvia,2020-03-23,180
Latvia,2020-03-24,197
Latvia,2020-03-25,221
Latvia,2020-03-26,244
Latvia,2020-03-27,280
Latvia,2020-03-28,305
Latvia,2020-03-29,347
Latvia,2020-03-30,376
Latvia,2020-03-31,398
Latvia,2020-04-01,446
Latvia,2020-04-02,458
Latvia,2020-04-03,493
Latvia,2020-04-04,509
Latvia,2020-04-05,533
Latvia,2020-04-06,542
Latvia,2020-04-07,548
Latvia,2020-04-08,577
Latvia,2020-04-09,589
Latvia,2020-04-10,612
Latvia,2020-04-11,630
Latvia,2020-04-12,651
Latvia,2020-04-13,655
Latvia,2020-04-14,657
Latvia,2020-04-15,666
Latvia,2020-04-16,675
Latvia,2020-04-17,682
Latvia,2020-04-18,712
Latvia,2020-04-19,727
Latvia,2020-04-20,739
Latvia,2020-04-21,748
Latvia,2020-04-22,761
Latvia,2020-04-23,778
Latvia,2020-04-24,784
Latvia,2020-04-25,804
Latvia,2020-04-26,812
Latvia,2020-04-27,818
Latvia,2020-04-28,836
Latvia,2020-04-29,849
Latvia,2020-04-30,858
Latvia,2020-05-01,870
Latvia,2020-05-02,871
Latvia,2020-05-03,879
Latvia,2020-05-04,896
Latvia,2020-05-05,896
Latvia,2020-05-06,900
Latvia,2020-05-07,909
Latvia,2020-05-08,928
Latvia,2020-05-09,930
Latvia,2020-05-10,939
Latvia,2020-05-11,946
Latvia,2020-05-12,950
Latvia,2020-05-13,951
Latvia,2020-05-14,962
Latvia,2020-05-15,970
Latvia,2020-05-16,997
Latvia,2020-05-17,1008
Latvia,2020-05-18,1009
Latvia,2020-05-19,1012
Latvia,2020-05-20,1016
Latvia,2020-05-21,1025
Liechtenstein,2020-01-22,0
Liechtenstein,2020-01-23,0
Liechtenstein,2020-01-24,0
Liechtenstein,2020-01-25,0
Liechtenstein,2020-01-26,0
Liechtenstein,2020-01-27,0
Liechtenstein,2020-01-28,0
Liechtenstein,2020-01-29,0
Liechtenstein,2020-01-30,0
Liechtenstein,2020-01-31,0
Liechtenstein,2020-02-01,0
Liechtenstein,2020-02-02,0
Liechtenstein,2020-02-03,0
Liechtenstein,2020-02-04,0
Liechtenstein,2020-02-05,0
Liechtenstein,2020-02-06,0
Liechtenstein,2020-02-07,0
Liechtenstein,2020-02-08,0
Liechtenstein,2020-02-09,0
Liechtenstein,2020-02-10,0
Liechtenstein,2020-02-11,0
Liechtenstein,2020-02-12,0
Liechtenstein,2020-02-13,0
Liechtenstein,2020-02-14,0
Liechtenstein,2020-02-15,0
Liechtenstein,2020-02-16,0
Liechtenstein,2020-02-17,0
Liechtenstein,2020-02-18,0
Liechtenstein,2020-02-19,0
Liechtenstein,2020-02-20,0
Liechtenstein,2020-02-21,0
Liechtenstein,2020-02-22,0
Liechtenstein,2020-02-23,0
Liechtenstein,2020-02-24,0
Liechtenstein,2020-02-25,0
Liechtenstein,2020-02-26,0
Liechtenstein,2020-02-27,0
Liechtenstein,2020-02-28,0
Liechtenstein,2020-02-29,0
Liechtenstein,2020-03-01,0
Liechtenstein,2020-03-02,0
Liechtenstein,2020-03-03,0
Liechtenstein,2020-03-04,1
Liechtenstein,2020-03-05,1
Liechtenstein,2020-03-06,1
Liechtenstein,2020-03-07,1
Liechtenstein,2020-03-08,1
Liechtenstein,2020-03-09,1
Liechtenstein,2020-03-10,1
Liechtenstein,2020-03-11,1
Liechtenstein,2020-03-12,1
Liechtenstein,2020-03-13,1
Liechtenstein,2020-03-14,4
Liechtenstein,2020-03-15,4
Liechtenstein,2020-03-16,4
Liechtenstein,2020-03-17,7
Liechtenstein,2020-03-18,28
Liechtenstein,2020-03-19,28
Liechtenstein,2020-03-20,28
Liechtenstein,2020-03-21,37
Liechtenstein,2020-03-22,37
Liechtenstein,2020-03-23,51
Liechtenstein,2020-03-24,51
Liechtenstein,2020-03-25,51
Liechtenstein,2020-03-26,56
Liechtenstein,2020-03-27,56
Liechtenstein,2020-03-28,56
Liechtenstein,2020-03-29,56
Liechtenstein,2020-03-30,62
Liechtenstein,2020-03-31,68
Liechtenstein,2020-04-01,68
Liechtenstein,2020-04-02,75
Liechtenstein,2020-04-03,75
Liechtenstein,2020-04-04,77
Liechtenstein,2020-04-05,77
Liechtenstein,2020-04-06,77
Liechtenstein,2020-04-07,78
Liechtenstein,2020-04-08,78
Liechtenstein,2020-04-09,78
Liechtenstein,2020-04-10,79
Liechtenstein,2020-04-11,79
Liechtenstein,2020-04-12,79
Liechtenstein,2020-04-13,79
Liechtenstein,2020-04-14,79
Liechtenstein,2020-04-15,79
Liechtenstein,2020-04-16,79
Liechtenstein,2020-04-17,79
Liechtenstein,2020-04-18,79
Liechtenstein,2020-04-19,81
Liechtenstein,2020-04-20,81
Liechtenstein,2020-04-21,81
Liechtenstein,2020-04-22,81
Liechtenstein,2020-04-23,81
Liechtenstein,2020-04-24,81
Liechtenstein,2020-04-25,81
Liechtenstein,2020-04-26,82
Liechtenstein,2020-04-27,82
Liechtenstein,2020-04-28,82
Liechtenstein,2020-04-29,82
Liechtenstein,2020-04-30,82
Liechtenstein,2020-05-01,82
Liechtenstein,2020-05-02,82
Liechtenstein,2020-05-03,82
Liechtenstein,2020-05-04,82
Liechtenstein,2020-05-05,82
Liechtenstein,2020-05-06,82
Liechtenstein,2020-05-07,82
Liechtenstein,2020-05-08,82
Liechtenstein,2020-05-09,82
Liechtenstein,2020-05-10,82
Liechtenstein,2020-05-11,82
Liechtenstein,2020-05-12,82
Liechtenstein,2020-05-13,82
Liechtenstein,2020-05-14,82
Liechtenstein,2020-05-15,82
Liechtenstein,2020-05-16,82
Liechtenstein,2020-05-17,82
Liechtenstein,2020-05-18,82
Liechtenstein,2020-05-19,82
Liechtenstein,2020-05-20,82
Liechtenstein,2020-05-21,82
Lithuania,2020-01-22,0
Lithuania,2020-01-23,0
Lithuania,2020-01-24,0
Lithuania,2020-01-25,0
Lithuania,2020-01-26,0
Lithuania,2020-01-27,0
Lithuania,2020-01-28,0
Lithuania,2020-01-29,0
Lithuania,2020-01-30,0
Lithuania,2020-01-31,0
Lithuania,2020-02-01,0
Lithuania,2020-02-02,0
Lithuania,2020-02-03,0
Lithuania,2020-02-04,0
Lithuania,2020-02-05,0
Lithuania,2020-02-06,0
Lithuania,2020-02-07,0
Lithuania,2020-02-08,0
Lithuania,2020-02-09,0
Lithuania,2020-02-10,0
Lithuania,2020-02-11,0
Lithuania,2020-02-12,0
Lithuania,2020-02-13,0
Lithuania,2020-02-14,0
Lithuania,2020-02-15,0
Lithuania,2020-02-16,0
Lithuania,2020-02-17,0
Lithuania,2020-02-18,0
Lithuania,2020-02-19,0
Lithuania,2020-02-20,0
Lithuania,2020-02-21,0
Lithuania,2020-02-22,0
Lithuania,2020-02-23,0
Lithuania,2020-02-24,0
Lithuania,2020-02-25,0
Lithuania,2020-02-26,0
Lithuania,2020-02-27,0
Lithuania,2020-02-28,1
Lithuania,2020-02-29,1
Lithuania,2020-03-01,1
Lithuania,2020-03-02,1
Lithuania,2020-03-03,1
Lithuania,2020-03-04,1
Lithuania,2020-03-05,1
Lithuania,2020-03-06,1
Lithuania,2020-03-07,1
Lithuania,2020-03-08,1
Lithuania,2020-03-09,1
Lithuania,2020-03-10,1
Lithuania,2020-03-11,3
Lithuania,2020-03-12,3
Lithuania,2020-03-13,6
Lithuania,2020-03-14,8
Lithuania,2020-03-15,12
Lithuania,2020-03-16,17
Lithuania,2020-03-17,25
Lithuania,2020-03-18,27
Lithuania,2020-03-19,36
Lithuania,2020-03-20,49
Lithuania,2020-03-21,83
Lithuania,2020-03-22,143
Lithuania,2020-03-23,179
Lithuania,2020-03-24,209
Lithuania,2020-03-25,274
Lithuania,2020-03-26,299
Lithuania,2020-03-27,358
Lithuania,2020-03-28,394
Lithuania,2020-03-29,460
Lithuania,2020-03-30,491
Lithuania,2020-03-31,537
Lithuania,2020-04-01,581
Lithuania,2020-04-02,649
Lithuania,2020-04-03,696
Lithuania,2020-04-04,771
Lithuania,2020-04-05,811
Lithuania,2020-04-06,843
Lithuania,2020-04-07,880
Lithuania,2020-04-08,912
Lithuania,2020-04-09,955
Lithuania,2020-04-10,999
Lithuania,2020-04-11,1026
Lithuania,2020-04-12,1053
Lithuania,2020-04-13,1062
Lithuania,2020-04-14,1070
Lithuania,2020-04-15,1091
Lithuania,2020-04-16,1128
Lithuania,2020-04-17,1149
Lithuania,2020-04-18,1239
Lithuania,2020-04-19,1298
Lithuania,2020-04-20,1326
Lithuania,2020-04-21,1350
Lithuania,2020-04-22,1370
Lithuania,2020-04-23,1398
Lithuania,2020-04-24,1410
Lithuania,2020-04-25,1426
Lithuania,2020-04-26,1438
Lithuania,2020-04-27,1449
Lithuania,2020-04-28,1344
Lithuania,2020-04-29,1375
Lithuania,2020-04-30,1385
Lithuania,2020-05-01,1399
Lithuania,2020-05-02,1406
Lithuania,2020-05-03,1410
Lithuania,2020-05-04,1419
Lithuania,2020-05-05,1423
Lithuania,2020-05-06,1428
Lithuania,2020-05-07,1433
Lithuania,2020-05-08,1436
Lithuania,2020-05-09,1444
Lithuania,2020-05-10,1479
Lithuania,2020-05-11,1485
Lithuania,2020-05-12,1491
Lithuania,2020-05-13,1505
Lithuania,2020-05-14,1511
Lithuania,2020-05-15,1523
Lithuania,2020-05-16,1534
Lithuania,2020-05-17,1541
Lithuania,2020-05-18,1547
Lithuania,2020-05-19,1562
Lithuania,2020-05-20,1577
Lithuania,2020-05-21,1593
Luxembourg,2020-01-22,0
Luxembourg,2020-01-23,0
Luxembourg,2020-01-24,0
Luxembourg,2020-01-25,0
Luxembourg,2020-01-26,0
Luxembourg,2020-01-27,0
Luxembourg,2020-01-28,0
Luxembourg,2020-01-29,0
Luxembourg,2020-01-30,0
Luxembourg,2020-01-31,0
Luxembourg,2020-02-01,0
Luxembourg,2020-02-02,0
Luxembourg,2020-02-03,0
Luxembourg,2020-02-04,0
Luxembourg,2020-02-05,0
Luxembourg,2020-02-06,0
Luxembourg,2020-02-07,0
Luxembourg,2020-02-08,0
Luxembourg,2020-02-09,0
Luxembourg,2020-02-10,0
Luxembourg,2020-02-11,0
Luxembourg,2020-02-12,0
Luxembourg,2020-02-13,0
Luxembourg,2020-02-14,0
Luxembourg,2020-02-15,0
Luxembourg,2020-02-16,0
Luxembourg,2020-02-17,0
Luxembourg,2020-02-18,0
Luxembourg,2020-02-19,0
Luxembourg,2020-02-20,0
Luxembourg,2020-02-21,0
Luxembourg,2020-02-22,0
Luxembourg,2020-02-23,0
Luxembourg,2020-02-24,0
Luxembourg,2020-02-25,0
Luxembourg,2020-02-26,0
Luxembourg,2020-02-27,0
Luxembourg,2020-02-28,0
Luxembourg,2020-02-29,1
Luxembourg,2020-03-01,1
Luxembourg,2020-03-02,1
Luxembourg,2020-03-03,1
Luxembourg,2020-03-04,1
Luxembourg,2020-03-05,1
Luxembourg,2020-03-06,2
Luxembourg,2020-03-07,2
Luxembourg,2020-03-08,3
Luxembourg,2020-03-09,3
Luxembourg,2020-03-10,5
Luxembourg,2020-03-11,7
Luxembourg,2020-03-12,19
Luxembourg,2020-03-13,34
Luxembourg,2020-03-14,51
Luxembourg,2020-03-15,59
Luxembourg,2020-03-16,77
Luxembourg,2020-03-17,140
Luxembourg,2020-03-18,203
Luxembourg,2020-03-19,335
Luxembourg,2020-03-20,484
Luxembourg,2020-03-21,670
Luxembourg,2020-03-22,798
Luxembourg,2020-03-23,875
Luxembourg,2020-03-24,1099
Luxembourg,2020-03-25,1333
Luxembourg,2020-03-26,1453
Luxembourg,2020-03-27,1605
Luxembourg,2020-03-28,1831
Luxembourg,2020-03-29,1950
Luxembourg,2020-03-30,1988
Luxembourg,2020-03-31,2178
Luxembourg,2020-04-01,2319
Luxembourg,2020-04-02,2487
Luxembourg,2020-04-03,2612
Luxembourg,2020-04-04,2729
Luxembourg,2020-04-05,2804
Luxembourg,2020-04-06,2843
Luxembourg,2020-04-07,2970
Luxembourg,2020-04-08,3034
Luxembourg,2020-04-09,3115
Luxembourg,2020-04-10,3223
Luxembourg,2020-04-11,3270
Luxembourg,2020-04-12,3281
Luxembourg,2020-04-13,3292
Luxembourg,2020-04-14,3307
Luxembourg,2020-04-15,3373
Luxembourg,2020-04-16,3444
Luxembourg,2020-04-17,3480
Luxembourg,2020-04-18,3537
Luxembourg,2020-04-19,3550
Luxembourg,2020-04-20,3558
Luxembourg,2020-04-21,3618
Luxembourg,2020-04-22,3654
Luxembourg,2020-04-23,3665
Luxembourg,2020-04-24,3695
Luxembourg,2020-04-25,3711
Luxembourg,2020-04-26,3723
Luxembourg,2020-04-27,3729
Luxembourg,2020-04-28,3741
Luxembourg,2020-04-29,3769
Luxembourg,2020-04-30,3784
Luxembourg,2020-05-01,3802
Luxembourg,2020-05-02,3812
Luxembourg,2020-05-03,3824
Luxembourg,2020-05-04,3828
Luxembourg,2020-05-05,3840
Luxembourg,2020-05-06,3851
Luxembourg,2020-05-07,3859
Luxembourg,2020-05-08,3871
Luxembourg,2020-05-09,3877
Luxembourg,2020-05-10,3886
Luxembourg,2020-05-11,3888
Luxembourg,2020-05-12,3894
Luxembourg,2020-05-13,3904
Luxembourg,2020-05-14,3915
Luxembourg,2020-05-15,3923
Luxembourg,2020-05-16,3930
Luxembourg,2020-05-17,3945
Luxembourg,2020-05-18,3947
Luxembourg,2020-05-19,3958
Luxembourg,2020-05-20,3971
Luxembourg,2020-05-21,3980
Malta,2020-01-22,0
Malta,2020-01-23,0
Malta,2020-01-24,0
Malta,2020-01-25,0
Malta,2020-01-26,0
Malta,2020-01-27,0
Malta,2020-01-28,0
Malta,2020-01-29,0
Malta,2020-01-30,0
Malta,2020-01-31,0
Malta,2020-02-01,0
Malta,2020-02-02,0
Malta,2020-02-03,0
Malta,2020-02-04,0
Malta,2020-02-05,0
Malta,2020-02-06,0
Malta,2020-02-07,0
Malta,2020-02-08,0
Malta,2020-02-09,0
Malta,2020-02-10,0
Malta,2020-02-11,0
Malta,2020-02-12,0
Malta,2020-02-13,0
Malta,2020-02-14,0
Malta,2020-02-15,0
Malta,2020-02-16,0
Malta,2020-02-17,0
Malta,2020-02-18,0
Malta,2020-02-19,0
Malta,2020-02-20,0
Malta,2020-02-21,0
Malta,2020-02-22,0
Malta,2020-02-23,0
Malta,2020-02-24,0
Malta,2020-02-25,0
Malta,2020-02-26,0
Malta,2020-02-27,0
Malta,2020-02-28,0
Malta,2020-02-29,0
Malta,2020-03-01,0
Malta,2020-03-02,0
Malta,2020-03-03,0
Malta,2020-03-04,0
Malta,2020-03-05,0
Malta,2020-03-06,0
Malta,2020-03-07,3
Malta,2020-03-08,3
Malta,2020-03-09,3
Malta,2020-03-10,5
Malta,2020-03-11,6
Malta,2020-03-12,6
Malta,2020-03-13,12
Malta,2020-03-14,18
Malta,2020-03-15,21
Malta,2020-03-16,30
Malta,2020-03-17,38
Malta,2020-03-18,38
Malta,2020-03-19,53
Malta,2020-03-20,64
Malta,2020-03-21,73
Malta,2020-03-22,90
Malta,2020-03-23,107
Malta,2020-03-24,110
Malta,2020-03-25,129
Malta,2020-03-26,134
Malta,2020-03-27,139
Malta,2020-03-28,149
Malta,2020-03-29,151
Malta,2020-03-30,156
Malta,2020-03-31,169
Malta,2020-04-01,188
Malta,2020-04-02,196
Malta,2020-04-03,202
Malta,2020-04-04,213
Malta,2020-04-05,227
Malta,2020-04-06,241
Malta,2020-04-07,293
Malta,2020-04-08,299
Malta,2020-04-09,337
Malta,2020-04-10,350
Malta,2020-04-11,370
Malta,2020-04-12,378
Malta,2020-04-13,384
Malta,2020-04-14,393
Malta,2020-04-15,399
Malta,2020-04-16,412
Malta,2020-04-17,422
Malta,2020-04-18,426
Malta,2020-04-19,427
Malta,2020-04-20,431
Malta,2020-04-21,443
Malta,2020-04-22,444
Malta,2020-04-23,445
Malta,2020-04-24,447
Malta,2020-04-25,448
Malta,2020-04-26,448
Malta,2020-04-27,450
Malta,2020-04-28,458
Malta,2020-04-29,463
Malta,2020-04-30,465
Malta,2020-05-01,467
Malta,2020-05-02,468
Malta,2020-05-03,477
Malta,2020-05-04,480
Malta,2020-05-05,482
Malta,2020-05-06,484
Malta,2020-05-07,486
Malta,2020-05-08,489
Malta,2020-05-09,490
Malta,2020-05-10,496
Malta,2020-05-11,503
Malta,2020-05-12,506
Malta,2020-05-13,508
Malta,2020-05-14,522
Malta,2020-05-15,532
Malta,2020-05-16,546
Malta,2020-05-17,553
Malta,2020-05-18,558
Malta,2020-05-19,569
Malta,2020-05-20,584
Malta,2020-05-21,599
Moldova,2020-01-22,0
Moldova,2020-01-23,0
Moldova,2020-01-24,0
Moldova,2020-01-25,0
Moldova,2020-01-26,0
Moldova,2020-01-27,0
Moldova,2020-01-28,0
Moldova,2020-01-29,0
Moldova,2020-01-30,0
Moldova,2020-01-31,0
Moldova,2020-02-01,0
Moldova,2020-02-02,0
Moldova,2020-02-03,0
Moldova,2020-02-04,0
Moldova,2020-02-05,0
Moldova,2020-02-06,0
Moldova,2020-02-07,0
Moldova,2020-02-08,0
Moldova,2020-02-09,0
Moldova,2020-02-10,0
Moldova,2020-02-11,0
Moldova,2020-02-12,0
Moldova,2020-02-13,0
Moldova,2020-02-14,0
Moldova,2020-02-15,0
Moldova,2020-02-16,0
Moldova,2020-02-17,0
Moldova,2020-02-18,0
Moldova,2020-02-19,0
Moldova,2020-02-20,0
Moldova,2020-02-21,0
Moldova,2020-02-22,0
Moldova,2020-02-23,0
Moldova,2020-02-24,0
Moldova,2020-02-25,0
Moldova,2020-02-26,0
